StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
23295,SET OF 12 MINI LOAF BAKING CASES,444,444,6127,5067.639999999999,0.8270997225395789
23296,SET OF 6 TEA TIME BAKING CASES,376,376,4954,5954.3,1.201917642309245
23297,SET 40 HEART SHAPE PETIT FOUR CASES,159,159,4277,6749.33,1.5780523731587561
23298,SPOTTY BUNTING,1153,1153,8364,42700.020000000004,5.1052152080344335
23299,FOOD COVER WITH BEADS SET 2 ,148,148,1007,3754.13,3.728033763654419
23300,GARDENERS KNEELING PAD CUP OF TEA ,756,756,6675,11584.09,1.7354441947565544
23301,GARDENERS KNEELING PAD KEEP CALM ,912,912,8711,16188.15,1.8583572494547125
23302,KNEELING MAT HOUSEWORK  DESIGN,235,235,1508,2140.3799999999997,1.4193501326259945
23303,SET 4 PICNIC CUTLERY FONDANT,6,6,65,126.75,1.95
23304,SET 4 PICNIC CUTLERY CHERRY ,9,9,71,138.45,1.9499999999999997
23305,SET 4 PICNIC CUTLERY BLUEBERRY,9,9,82,159.9,1.9500000000000002
23306,SET OF 36 DOILIES PANTRY DESIGN,277,277,2801,4113.23,1.468486254908961
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,624,624,11975,6331.1900000000005,0.5287006263048017
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,380,380,6151,3279.21,0.5331181921638758
23309,SET OF 60 I LOVE LONDON CAKE CASES ,407,407,8244,4478.8,0.5432799611838913
23310,BUBBLEGUM RING ASSORTED,245,245,12050,4997.28,0.4147120331950207
23311,VINTAGE CHRISTMAS STOCKING ,346,346,2375,6449.95,2.7157684210526316
23312,VINTAGE CHRISTMAS GIFT SACK,214,214,1423,5964.150000000001,4.191250878425861
23313,VINTAGE CHRISTMAS BUNTING,399,399,2984,15768.960000000001,5.284504021447722
23314,VINTAGE CHRISTMAS TABLECLOTH,114,114,404,4975.46,12.31549504950495
23315,IVORY REFECTORY CLOCK,85,85,201,1996.44,9.932537313432837
23316,RED REFECTORY CLOCK ,111,111,250,2501.64,10.00656
23317,BLUE REFECTORY CLOCK ,82,82,174,1787.4099999999999,10.272471264367816
23318,BOX OF 6 MINI VINTAGE CRACKERS,376,376,3643,8798.68,2.4152292066977767
23319,BOX OF 6 MINI 50'S CRACKERS,404,404,3623,9021.87,2.490165608611648
23320,GIANT 50'S CHRISTMAS CRACKER,327,327,2655,7034.59,2.649563088512241
23321,SMALL WHITE HEART OF WICKER,630,630,4698,8408.92,1.7898935717326523
23322,LARGE WHITE HEART OF WICKER,567,567,3022,8755.560000000001,2.8972733289212447
23323,WHITE WICKER STAR ,297,297,1470,3148.88,2.142095238095238
23324,RUSTIC STRAWBERRY JAM POT LARGE ,46,46,364,748.53,2.056401098901099
23325,RUSTIC STRAWBERRY JAM POT SMALL,38,38,444,711.2399999999999,1.6018918918918916
23326,HANGING MINI COLOURED BOTTLES,76,76,3443,2237.71,0.6499302933488237
23327,HANGING CLEAR MINI BOTTLE,43,43,1726,1046.42,0.606268829663963
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,409,409,2837,13254.85,4.672136059217483
23329,DECORATIVE WICKER HEART LARGE,232,232,1775,3051.39,1.7190929577464789
23330,DECORATIVE WICKER HEART MEDIUM,214,214,1798,2291.97,1.2747330367074525
23331,DECORATIVE WICKER HEART SMALL,109,109,1596,1062.28,0.6655889724310777
23332,IVORY WICKER HEART LARGE,285,285,2074,3567.4599999999996,1.720086788813886
23333,IVORY WICKER HEART MEDIUM,232,232,2098,2706.7,1.2901334604385128
23334,IVORY WICKER HEART SMALL,130,130,2271,1491.75,0.6568692206076618
23335,EGG FRYING PAN IVORY ,98,98,366,767.9000000000001,2.0980874316939895
23336,EGG FRYING PAN PINK ,85,85,226,521.33,2.306769911504425
23337,EGG FRYING PAN MINT ,69,69,180,388.75,2.1597222222222223
23338,EGG FRYING PAN RED ,110,110,425,902.9200000000001,2.124517647058824
23339,EGG FRYING PAN BLUE ,75,75,175,405.0,2.3142857142857145
23340,VINTAGE CHRISTMAS CAKE FRILL,151,151,2512,4053.8799999999997,1.6138057324840762
23341,PINK DINER WALL CLOCK,121,121,308,2749.85,8.928084415584415
23342,MINT DINER WALL CLOCK,163,163,374,3184.91,8.515802139037433
23343,JUMBO BAG VINTAGE CHRISTMAS ,473,473,5810,13473.27,2.3189793459552495
23344,JUMBO BAG 50'S CHRISTMAS ,711,711,10044,23328.79,2.3226592990840302
23345, DOLLY GIRL BEAKER,175,175,2448,2882.5,1.1774918300653594
23346,SPACEBOY BEAKER,185,185,2626,3109.84,1.1842498095963443
23347,I LOVE LONDON BEAKER,100,100,826,1034.8,1.2527845036319611
23348,CHILDRENS TOY COOKING UTENSIL SET,173,173,727,1594.8700000000001,2.193768913342504
23349,ROLL WRAP VINTAGE CHRISTMAS,337,337,3207,4325.1,1.348643592142189
23350,ROLL WRAP VINTAGE SPOT ,304,304,2697,3426.33,1.2704226918798665
23351,ROLL WRAP 50'S CHRISTMAS,352,352,3443,4775.77,1.3870955562009877
23352,ROLL WRAP 50'S RED CHRISTMAS ,211,211,1791,2447.95,1.3668062534896706
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,328,328,3992,3497.6,0.8761523046092184
23354,6 GIFT TAGS 50'S CHRISTMAS ,322,322,3683,3382.0899999999997,0.9182975834917186
23355,HOT WATER BOTTLE KEEP CALM,781,781,5745,28424.95,4.9477719756309835
23356,LOVE HOT WATER BOTTLE,472,472,2377,13441.42,5.654783340344973
23357,HOT WATER BOTTLE SEX BOMB,102,102,453,1993.6000000000001,4.400883002207506
23358,HOT STUFF HOT WATER BOTTLE,91,91,557,1886.19,3.386337522441652
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,79,79,993,1872.31,1.885508559919436
23360,SET 8 CANDLES VINTAGE DOILY,113,113,1187,2296.15,1.9344144903117102
23365,SET 12 COLOUR PENCILS LOVE LONDON,168,168,1859,1464.38,0.7877245831091986
23366,SET 12 COLOURING PENCILS DOILY,194,194,2253,1670.5500000000002,0.7414780292942744
23367,SET 12 COLOUR PENCILS SPACEBOY ,281,281,3269,2485.35,0.7602783725910064
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,232,232,2376,1677.6000000000001,0.7060606060606062
23369,SET 36 COLOUR PENCILS LOVE LONDON,124,124,1105,1581.06,1.4308235294117646
23370,SET 36 COLOURING PENCILS DOILY,152,152,1554,2156.6,1.3877734877734877
23371,SET 36 COLOUR PENCILS SPACEBOY ,183,183,1712,2313.53,1.3513609813084113
23372,SET 36 COLOUR PENCILS DOLLY GIRL,147,147,1375,1732.79,1.260210909090909
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,100,100,1608,1313.3899999999999,0.8167848258706467
23374,RED SPOT PAPER GIFT BAG,133,133,2440,1949.7099999999998,0.799061475409836
23375,50'S CHRISTMAS PAPER GIFT BAG,103,103,1351,1108.07,0.8201850481125093
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,156,156,3027,1380.23,0.45597291047241495
23377,PACK OF 12 DOLLY GIRL TISSUES,132,132,1346,590.5,0.4387072808320951
23378,PACK OF 12 50'S CHRISTMAS TISSUES,176,176,4003,1842.42,0.4602598051461404
23379,PACK OF 12 RED APPLE TISSUES,76,76,1220,465.36,0.3814426229508197
23380,PACK OF 12 VINTAGE DOILY TISSUES,123,123,2308,969.4599999999999,0.4200433275563258
23381,PACK OF 12 VINTAGE LEAF TISSUES ,80,80,1509,567.9499999999999,0.3763750828363154
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,220,220,1858,7292.43,3.924881593110872
23388,WOODLAND MINI BACKPACK,153,153,825,3448.69,4.180230303030303
23389,SPACEBOY MINI BACKPACK,236,236,1120,4772.24,4.260928571428571
23390,DOLLY GIRL MINI BACKPACK,163,163,750,3038.04,4.05072
23391, I LOVE LONDON MINI BACKPACK,87,87,390,1632.3200000000002,4.185435897435898
23392,SPACEBOY ROCKET LOLLY MAKERS,113,113,643,1435.51,2.232519440124417
23393,HOME SWEET HOME CUSHION COVER ,234,234,786,3151.66,4.009745547073791
23394,POSTE FRANCE CUSHION COVER,149,149,438,1888.8999999999999,4.312557077625571
23395,BELLE JARDINIERE CUSHION COVER,214,214,754,3279.58,4.349575596816976
23396,LE JARDIN BOTANIQUE CUSHION COVER,197,197,658,2765.5299999999997,4.202933130699088
23397,FOOT STOOL HOME SWEET HOME ,220,220,483,5037.95,10.430538302277432
23398,HANGING HEART BONHEUR,70,70,609,537.9,0.8832512315270935
23399,HOME SWEET HOME HANGING HEART,225,225,1922,1752.35,0.911732570239334
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,106,106,459,2396.84,5.221873638344227
23401,RUSTIC MIRROR WITH LACE HEART,83,83,456,2336.1200000000003,5.123070175438597
23402,HOME SWEET HOME 3 PEG HANGER ,68,68,297,1151.03,3.8755218855218856
23403,LETTER HOLDER HOME SWEET HOME,134,134,623,2196.61,3.5258587479935795
23404,HOME SWEET HOME BLACKBOARD,177,177,982,4418.21,4.499195519348269
23405,HOME SWEET HOME 2 DRAWER CABINET,71,71,253,1316.43,5.203280632411068
23406,HOME SWEET HOME KEY HOLDER,110,110,454,2410.1600000000003,5.308722466960353
23407,SET OF 2 TRAYS HOME SWEET HOME,135,135,263,2669.6299999999997,10.150684410646386
23408,PHOTO FRAME LINEN AND LACE SMALL,62,62,296,615.6800000000001,2.08
23409,PHOTO FRAME LINEN AND LACE LARGE,45,45,208,775.4300000000001,3.7280288461538467
23410,CURIO CABINET LINEN AND LACE ,19,19,35,281.95,8.055714285714286
23411, TRELLIS COAT RACK,57,57,226,1113.66,4.927699115044248
23412,HEART MIRROR ANTIQUE WHITE,77,77,356,2339.8,6.57247191011236
23413,VINTAGE COFFEE GRINDER BOX,59,59,165,879.3100000000001,5.329151515151516
23414,ZINC BOX SIGN HOME,65,65,137,1338.9499999999998,9.773357664233576
23415,HOME SWEET HOME HOOK,47,47,323,403.92999999999995,1.2505572755417955
23416,CHAMBRE HOOK,25,25,132,184.67999999999998,1.399090909090909
23417,BATHROOM HOOK,27,27,146,157.5,1.0787671232876712
23418,LAVENDER TOILETTE BOTTLE,78,78,558,1168.08,2.0933333333333333
23419,HOME SWEET HOME BOTTLE ,86,86,473,1043.72,2.206596194503171
23420,PANTRY HOOK TEA STRAINER ,31,31,165,353.45,2.142121212121212
23421,PANTRY HOOK SPATULA,32,32,162,353.36,2.181234567901235
23422,PANTRY HOOK BALLOON WHISK ,46,46,213,477.89000000000004,2.2436150234741787
23423,PANTRY 3 HOOK ROLLING PIN HANGER,69,69,214,858.15,4.010046728971963
23424,GINGHAM RECIPE BOOK BOX,135,135,465,2524.4700000000003,5.428967741935485
23425,STORAGE TIN HOME SWEET HOME,59,59,268,604.01,2.2537686567164177
23426,METAL SIGN DROP YOUR PANTS,202,202,1271,3432.87,2.7009205350118015
23427,STOOL HOME SWEET HOME ,116,116,236,2850.18,12.077033898305084
23428,IVORY RETRO KITCHEN WALL CLOCK,34,34,75,659.61,8.7948
23429,RED RETRO KITCHEN WALL CLOCK,23,23,47,400.01,8.510851063829787
23430,BLUE RETRO KITCHEN WALL CLOCK,18,18,36,301.88,8.385555555555555
23431,NATURAL HANGING QUILTED HEARTS ,75,75,1438,1162.1,0.8081363004172462
23432,PRETTY HANGING QUILTED HEARTS,73,73,1278,1090.02,0.8529107981220657
23433,HANGING QUILTED PATCHWORK APPLES,92,92,1211,1069.57,0.8832122213047068
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,200,200,2095,1884.17,0.8993651551312649
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,99,99,827,734.79,0.8885006045949213
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,116,116,1964,2348.64,1.1958452138492872
23437, 50'S CHRISTMAS GIFT BAG LARGE,131,131,1937,2371.13,1.2241249354672175
23438, RED SPOT GIFT BAG LARGE,108,108,1823,2227.42,1.2218431157432803
23439,HAND WARMER RED LOVE HEART,392,392,4027,8941.61,2.220414700769804
23440,PAINT YOUR OWN EGGS IN CRATE,5,5,164,299.36,1.8253658536585367
23441,HAND PAINTED HANGING EASTER EGG,3,3,22,9.24,0.42
23442,12 HANGING EGGS HAND PAINTED,7,7,42,87.36,2.08
23444,Next Day Carriage,80,80,78,1185.0,15.192307692307692
23445,ICE CREAM BUBBLES,100,100,2668,2161.24,0.8100599700149924
23446,BLUE BUNNY EASTER EGG BASKET,3,3,157,230.24999999999997,1.4665605095541399
23447,PINK BUNNY EASTER EGG BASKET,4,4,158,231.89999999999998,1.4677215189873416
23448,CREAM BUNNY EASTER EGG BASKET,3,3,25,41.24999999999999,1.6499999999999997
23449,SET OF 6 EASTER RAINBOW CHICKS,1,1,12,15.0,1.25
23451,SQUARE MINI PORTRAIT FRAME,51,51,278,558.12,2.0076258992805758
23452,HEART MINI PORTRAIT FRAME,87,87,517,1019.81,1.9725531914893617
23453,OVAL  MINI PORTRAIT FRAME,47,47,324,631.5799999999999,1.9493209876543207
23454,THREE MINI HANGING FRAMES,53,53,177,745.6500000000001,4.2127118644067805
23455,SMALL PARLOUR PICTURE FRAME,34,34,207,569.4300000000001,2.750869565217392
23456,MEDIUM PARLOUR PICTURE FRAME ,36,36,156,625.8000000000001,4.011538461538462
23457,LARGE PARLOUR PICTURE FRAME,31,31,113,554.83,4.91
23458,DOLLY CABINET 3 DRAWERS ,34,34,46,687.6999999999999,14.95
23459,DOLLY CABINET 2 DRAWERS ,21,21,30,375.0,12.5
23460,SWEETHEART WALL TIDY ,45,45,103,957.3299999999999,9.294466019417476
23461,SWEETHEART BIRD HOUSE,93,93,853,3066.11,3.594501758499414
23462,ROCOCO WALL MIRROR WHITE,56,56,62,1256.94,20.273225806451613
23463,VINTAGE ZINC WATERING CAN,8,8,13,139.39999999999998,10.72307692307692
23464,VINTAGE ZINC WATERING CAN SMALL,8,8,18,99.2,5.511111111111111
23465,TUSCAN VILLA BIRD FEEDER,16,16,29,247.63,8.53896551724138
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,28,28,54,489.78,9.07
23467,VINTAGE ZINC PLANTER  ,11,11,32,120.08000000000001,3.7525000000000004
23468,TUSCAN VILLA BIRD TABLE ,11,11,19,156.75,8.25
23469,CARD HOLDER LOVE BIRD SMALL,74,74,328,1338.64,4.081219512195123
23470,CARD HOLDER LOVE BIRD LARGE ,92,92,220,1389.8,6.317272727272727
23471,SIX DRAWER OFFICE TIDY,27,27,66,626.74,9.496060606060606
23472, NINE DRAWER OFFICE TIDY,33,33,59,909.37,15.413050847457628
23473,WOODLAND SMALL RED FELT HEART,51,51,679,552.85,0.8142120765832106
23474,WOODLAND SMALL BLUE FELT HEART,37,37,312,270.96,0.8684615384615384
23475,WOODLAND SMALL PINK FELT HEART,31,31,286,242.17999999999998,0.8467832167832167
23476,WOODLAND LARGE RED FELT HEART,22,22,205,264.72,1.2913170731707317
23477,WOODLAND LARGE BLUE FELT HEART,13,13,92,123.47,1.3420652173913044
23478,WOODLAND LARGE PINK FELT HEART,13,13,285,324.40000000000003,1.1382456140350878
23479,WIRE EGG BASKET ,44,44,114,880.23,7.721315789473684
23480,MINI LIGHTS WOODLAND MUSHROOMS,217,217,1781,6658.54,3.7386524424480627
23481,PEARLISED IVORY HEART SMALL ,29,29,228,281.17,1.233201754385965
23482,PEARLISED IVORY HEART LARGE ,38,38,418,661.02,1.5813875598086125
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,77,77,1318,1625.12,1.233019726858877
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,35,35,185,547.35,2.9586486486486487
23485,BOTANICAL GARDENS WALL CLOCK ,95,95,244,5436.5199999999995,22.280819672131145
23486,ANTIQUE HEART SHELF UNIT,80,80,262,3945.8199999999997,15.060381679389312
23487,SWEET HEART CAKE CARRIER,50,50,71,706.03,9.944084507042254
23489,VINTAGE BELLS GARLAND,158,158,913,2709.23,2.9673932092004383
23490,T-LIGHT HOLDER HANGING LOVE BIRD,102,102,545,2044.02,3.7504954128440366
23491,VINTAGE JINGLE BELLS HEART,78,78,227,1889.51,8.323832599118942
23492,VINTAGE JINGLE BELLS WREATH,28,28,76,635.38,8.360263157894737
23493,VINTAGE DOILY TRAVEL SEWING KIT,417,417,3964,8498.28,2.143864783047427
23494,VINTAGE DOILY DELUXE SEWING KIT ,211,211,748,4991.06,6.672540106951872
23495,SET OF 3 PANTRY WOODEN SPOONS,41,41,225,306.66,1.3629333333333336
23496,PANTRY KITCHEN THERMOMETER ,31,31,112,154.52,1.3796428571428572
23497,CLASSIC CHROME BICYCLE BELL ,196,196,2549,3642.97,1.429176147508827
23498,CLASSIC BICYCLE CLIPS ,99,99,1644,2378.48,1.44676399026764
23499,SET 12 VINTAGE DOILY CHALK ,109,109,1315,587.49,0.44676045627376426
23500,KEY RING BASEBALL BOOT ASSORTED ,98,98,1631,2044.58,1.2535744941753526
23501,KEY RING BASEBALL BOOT UNION JACK,112,112,1823,2220.37,1.2179758639605045
23502,PLAYING CARDS VINTAGE DOILY ,91,91,714,896.41,1.2554761904761904
23503,PLAYING CARDS KEEP CALM & CARRY ON,325,325,3644,4861.8,1.334193194291987
23504,PLAYING CARDS JUBILEE UNION JACK,201,201,1934,2857.64,1.4775801447776629
23505,PLAYING CARDS I LOVE LONDON ,115,115,1207,1660.04,1.3753438276719139
23506,MINI PLAYING CARDS SPACEBOY ,146,146,2747,1139.2,0.4147069530396797
23507,MINI PLAYING CARDS BUFFALO BILL ,119,119,2884,1156.51,0.40100901525658805
23508,MINI PLAYING CARDS DOLLY GIRL ,121,121,2629,1164.29,0.44286420692278433
23509,MINI PLAYING CARDS FUN FAIR ,65,65,1065,452.71999999999997,0.42508920187793425
23510,MINI PLAYING CARDS GYMKHANA,120,120,2522,1119.22,0.4437827121332276
23511,EMBROIDERED RIBBON REEL EMILY ,99,99,568,1245.77,2.193257042253521
23512,EMBROIDERED RIBBON REEL ROSIE,57,57,501,977.3199999999999,1.9507385229540917
23513,EMBROIDERED RIBBON REEL SUSIE ,71,71,560,1101.78,1.9674642857142857
23514,EMBROIDERED RIBBON REEL SALLY ,75,75,472,964.91,2.044300847457627
23515,EMBROIDERED RIBBON REEL DAISY ,71,71,579,1164.98,2.012055267702936
23516,EMBROIDERED RIBBON REEL SOPHIE  ,42,42,297,1062.35,3.5769360269360266
23517,EMBROIDERED RIBBON REEL REBECCA ,63,63,334,996.38,2.9831736526946107
23518,EMBROIDERED RIBBON REEL RACHEL ,45,45,356,965.96,2.713370786516854
23519,EMBROIDERED RIBBON REEL CLAIRE,24,24,224,792.31,3.537098214285714
23520,EMBROIDERED RIBBON REEL RUBY ,32,32,168,604.3,3.5970238095238094
23521,WALL ART CAT AND BIRD ,43,43,413,793.3700000000001,1.920992736077482
23522,WALL ART DOG AND BALL ,31,31,354,727.4399999999999,2.054915254237288
23523,WALL ART TREASURE AHOY ,41,41,354,1151.3100000000002,3.2522881355932207
23524,WALL ART HORSE & PONY ,63,63,475,1535.13,3.2318526315789478
23525,WALL ART BUFFALO BILL ,53,53,577,1845.07,3.197694974003466
23526,WALL ART DOG LICENCE ,143,143,996,5926.2,5.95
23527,WALL ART ANIMALS AND NATURE ,49,49,414,1406.06,3.396280193236715
23528,WALL ART SPACEBOY,49,49,479,1504.4900000000002,3.140897703549061
23529,WALL ART DOLLY GIRL ,36,36,637,2011.9900000000002,3.1585400313971745
23530,WALL ART ONLY ONE PERSON ,85,85,1062,4465.97,4.205244821092279
23531,WALL ART BIG LOVE ,110,110,979,5559.11,5.678355464759959
23532,WALL ART WORK REST AND PLAY  ,30,30,210,901.5800000000002,4.293238095238096
23533,WALL ART GARDEN HAVEN ,35,35,215,998.64,4.644837209302326
23534,WALL ART STOP FOR TEA ,259,259,1381,8573.2,6.207965242577843
23535,WALL ART BICYCLE SAFETY,214,214,1328,8464.04,6.373524096385543
23536,WALL ART VILLAGE SHOW ,85,85,622,3418.33,5.495707395498393
23537,WALL ART I LOVE LONDON ,34,34,111,581.13,5.235405405405405
23538,WALL ART VINTAGE HEART,31,31,332,1334.49,4.019548192771085
23539,WALL ART LOVES' SECRET ,40,40,247,1227.95,4.971457489878543
23540,WALL ART THE MAGIC FOREST ,13,13,150,947.06,6.3137333333333325
23541,WALL ART CLASSIC PUDDINGS ,151,151,870,6807.41,7.8246091954022985
23542,WALL ART 70'S ALPHABET ,90,90,500,3751.46,7.5029200000000005
23543,WALL ART KEEP CALM ,102,102,1237,7019.01,5.674219886822959
23544,WALL ART MID CENTURY MODERN ,19,19,163,1007.53,6.181165644171779
23545,WRAP RED VINTAGE DOILY,83,83,2480,1025.6,0.41354838709677416
23546,WRAP PAISLEY PARK ,115,115,3275,1375.5,0.42
23547,WRAP FLOWER SHOP  ,62,62,1575,661.5,0.42
23548,WRAP MAGIC FOREST ,43,43,1075,451.5,0.42
23549,WRAP BIRD GARDEN ,51,51,1305,548.1,0.42000000000000004
23550,WRAP ALPHABET POSTER  ,64,64,1855,763.1,0.4113746630727763
23551,PACK OF 12 PAISLEY PARK TISSUES ,135,135,1843,841.01,0.4563266413456321
23552,BICYCLE PUNCTURE REPAIR KIT ,116,116,1864,3883.9900000000002,2.0836856223175966
23553,LANDMARK FRAME CAMDEN TOWN ,66,66,569,6457.15,11.34824253075571
23554,LANDMARK FRAME OXFORD STREET,56,56,424,4830.53,11.392759433962263
23555,LANDMARK FRAME NOTTING HILL ,50,50,424,4818.07,11.363372641509434
23556,LANDMARK FRAME COVENT GARDEN ,53,53,438,4962.01,11.3287899543379
23557,LANDMARK FRAME BAKER STREET ,32,32,350,3930.27,11.229342857142857
23558,LANDMARK FRAME LONDON BRIDGE ,51,51,418,4741.37,11.34299043062201
23559,WOODLAND BUNNIES LOLLY MAKERS,124,124,652,1488.65,2.283205521472393
23560,SET OF 6 RIBBONS COUNTRY STYLE,26,26,173,502.07,2.9021387283236995
23561,SET OF 6 RIBBONS PARTY,16,16,170,476.0,2.8
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,43,43,253,730.37,2.8868379446640318
23564,EGG CUP MILKMAID INGRID,76,76,644,841.31,1.3063819875776397
23565,EGG CUP MILKMAID HELGA ,64,64,405,580.06,1.4322469135802467
23566,EGG CUP MILKMAID HEIDI,84,84,879,1154.43,1.313344709897611
23567,EGG CUP HENRIETTA HEN PINK,38,38,210,290.33,1.3825238095238095
23568,EGG CUP HENRIETTA HEN CREAM ,49,49,629,786.27,1.2500317965023846
23569,TRADTIONAL ALPHABET STAMP SET,193,193,959,4742.41,4.945161626694473
23570,TRADITIONAL PICK UP STICKS GAME ,275,275,2782,4944.37,1.7772717469446442
23571,TRADITIONAL NAUGHTS & CROSSES,256,256,2859,6436.61,2.2513501224204266
23574,PACKING CHARGE,16,16,12,90.0,7.5
23575,SNACK TRAY PAISLEY PARK,32,32,179,367.34999999999997,2.0522346368715083
23576,SNACK TRAY RED VINTAGE DOILY,37,37,198,400.03999999999996,2.02040404040404
23578,SNACK TRAY RED GINGHAM,14,14,60,125.72,2.0953333333333335
23579,SNACK TRAY I LOVE LONDON,35,35,171,362.65,2.1207602339181286
23580,SNACK TRAY HAPPY FOREST  ,25,25,117,236.87,2.0245299145299147
23581,JUMBO BAG PAISLEY PARK,340,340,4913,11388.27,2.317986973336047
23582,VINTAGE DOILY JUMBO BAG RED ,256,256,4694,10010.77,2.132673625905411
23583,LUNCH BAG PAISLEY PARK  ,324,324,3385,5497.33,1.62402658788774
23597,PAPER BUNTING PAISLEY PARK,32,32,245,667.27,2.723551020408163
23598,PAPER BUNTING VINTAGE PARTY,47,47,428,1218.48,2.8469158878504675
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,4,4,8,19.92,2.49
23602,SET 10 CARDS 3 WISE MEN 17107,1,1,1,2.91,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,14,14,20,49.800000000000004,2.49
23604,SET 10 MINI SANTA & SNOWMAN  17087,2,2,4,6.64,1.66
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,1,1,4,11.64,2.91
23607,SET 10 CARDS HATS & STOCKINGS 17081,7,7,8,13.28,1.66
23608,SET 10 CARDS RUDOLPHS NOSE 17097,3,3,4,11.64,2.91
23609,SET 10 CARDS SNOWY ROBIN 17099,1,1,1,2.91,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,3,3,6.24,2.08
23611,SET 10 CARDS RED RIDING HOOD 17214,16,16,40,99.60000000000001,2.49
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,2,2,5,8.299999999999999,1.6599999999999997
23613,SET 10 XMAS CARDS & BADGES 17070,6,6,11,27.39,2.49
23614,SET 10 CARDS 12 DAYS WRAP  17058,11,11,26,86.58000000000001,3.3300000000000005
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,4,4,9.96,2.49
23616,SET 10 CARDS JINGLE BELLS 17217,7,7,8,19.92,2.49
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,1,1,2,5.82,2.91
23619,SET 10 CARDS POINSETTIA 17093,2,2,4,9.96,2.49
23620,SET 10 CARDS PERFECT POST 17090,7,7,10,24.900000000000002,2.49
23621,SET 10 CARDS DAVID'S MADONNA 17074,4,4,6,14.940000000000001,2.49
23623,SET 10 CARD CHRISTMAS WELCOME 17112,6,6,8,23.28,2.91
23624,SET 10 CARD PERFECT NATIVITY 17089,4,4,4,9.96,2.49
23625,SET 6 CARDS SPARKLY REINDEER 17262,4,4,9,44.910000000000004,4.99
23626,SET 10 CARDS DINKY TREE 17076,16,16,43,107.07000000000001,2.49
23627,SET 10 CARDS XMAS GRAPHIC  17218,2,2,7,17.43,2.4899999999999998
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,1,1,2.91,2.91
23629,SET 10 CARDS DRESSING UP 17077,10,10,24,59.760000000000005,2.49
23630,SET 10 CARDS HANGING BAUBLES 17080,3,3,1,2.49,2.49
